 [744, 442, 725, 153, 114, 125],
 [1130, 566, 510, 690, 920, 747],
 [482, 214, 61, 416, 398, 82],
 [1005, 386, 803, 857, 308, 277],
 [348, 7, 206, 393, 410, 299],
 [701, 888, 504, 199, 908, 144],
 [1077, 906, 271, 849, 972, 399],
 [718, 300, 17, 646, 87, 56],
 [799, 6, 375, 95, 904, 919],
 [570, 173, 268, 625, 73, 769],
 [574, 1, 869, 246, 964, 89],
 [565, 282, 963, 636, 535, 314],
 [597, 33, 813, 272, 298, 554],
 [361, 684, 63, 672, 146, 88],
 [778, 489, 913, 149, 830, 37],
 [682, 270, 7, 890, 635, 764],
 [358, 288, 688, 120, 73, 67],
 [600, 258, 350, 482, 283, 211],
 [1066, 796, 173, 940, 734, 590],
 [693, 224, 196, 287, 203, 914],
 [476, 2, 311, 729, 55, 785],
 [962, 381, 706, 925, 156, 969],
 [748, 529, 374, 315, 47, 209],
 [559, 635, 415, 574, 581, 119],
 [725, 275, 804, 964, 575, 943],
 [711, 746, 137, 448, 874, 746],
 [795, 485, 78, 362, 509, 149],
 [417, 307, 598, 585, 63, 202],
 [674, 840, 223, 160, 939, 170],
 [300, 263, 267, 135, 626, 164],
 [650, 250, 639, 673, 695, 238],
 [880, 105, 565, 527, 344, 498],
 [698, 443, 851, 357, 392, 540],
 [508, 39, 543, 290, 348, 325],
 [982, 419, 424, 905, 934, 846],
 [737, 306, 260, 534, 860, 874],
 [920, 230, 699, 784, 921, 887],
 [599, 553, 296, 637, 833, 555],
 [428, 188, 10, 981, 129, 458],
 [594, 659, 773, 15, 827, 132],
 [297, 745, 98, 52, 95, 216],
 [762, 959, 364, 838, 573, 957],
 [424, 844, 327, 184, 228, 70],
 [757, 141, 583, 683, 865, 423],
 [999, 909, 493, 956, 163, 913],
 [939, 239, 446, 816, 858, 648],
 [647, 624, 479, 733, 244, 848],
 [814, 368, 372, 553, 667, 288],
 [772, 524, 537, 59, 225, 492],
 [488, 60, 144, 737, 170, 152],
 [878, 854, 241, 401, 267, 149],
 [632, 200, 171, 661, 606, 746],
 [1034, 390, 619, 712, 845, 520],
 [709, 570, 666, 822, 11, 885],
 [552, 54, 20, 897, 484, 646],
 [669, 34, 564, 847, 152, 894],
 [1039, 605, 756, 90, 738, 534],
 [789, 932, 641, 138, 440, 49],
 [959, 168, 388, 611, 965, 488],
 [905, 621, 254, 529, 747, 408],
 [1009, 771, 137, 655, 982, 352],
 [755, 685, 9, 504, 387, 730],
 [559, 429, 307, 94, 511, 254],
 [424, 57, 27, 719, 813, 455],
 [748, 320, 28, 837, 887, 758],
 [860, 392, 656, 558, 324, 284],
 [800, 816, 924, 128, 719, 311],
 [1146, 720, 630, 819, 785, 898],
 [418, 725, 308, 845, 156, 24],
 [789, 152, 559, 630, 568, 332],
 [721, 49, 112, 379, 26, 967],
 [757, 415, 874, 167, 155, 491],
 [1107, 503, 757, 986, 779, 499],
 [878, 743, 378, 451, 370, 845],
 [850, 101, 807, 527, 506, 230],
 [816, 475, 194, 74, 877, 629],
 [724, 957, 263, 957, 510, 243],
 [1011, 640, 586, 536, 594, 715],
 [742, 223, 462, 229, 475, 915],
 [541, 36, 232, 791, 820, 565],
 [766, 769, 535, 541, 837, 812],
 [739, 859, 326, 40, 273, 672],
 [536, 484, 843, 769, 141, 406],
 [697, 602, 614, 616, 282, 842],
 [494, 702, 200, 977, 58, 449],
 [839, 867, 510, 13, 400, 873],
 [417, 513, 450, 133, 447, 296],
 [644, 585, 310, 117, 58, 59],
 [756, 5, 775, 414, 855, 953],
 [511, 16, 899, 689, 178, 552],
 [913, 661, 893, 709, 335, 995],
 [678, 79, 210, 364, 758, 573],
 [698, 287, 321, 711, 415, 813],
 [407, 13, 168, 70, 752, 688],
 [815, 278, 196, 847, 652, 41],
 [823, 791, 859, 224, 1000, 177],
 [743, 625, 806, 551, 39, 58],
 [945, 170, 425, 854, 271, 602],
 [1055, 21, 658, 958, 840, 669],
 [472, 333, 202, 786, 42, 671],
 [947, 371, 450, 816, 986, 382],
 [386, 712, 285, 161, 481, 219],
 [1011, 880, 707, 403, 198, 708],
 [1121, 360, 903, 792, 702, 597],
 [886, 712, 239, 337, 175, 893],
 [1055, 982, 821, 794, 576, 897],
 [842, 995, 767, 730, 847, 250],
 [691, 502, 397, 376, 596, 342],
 [389, 155, 396, 281, 740, 353],
 [522, 797, 546, 689, 315, 193],
 [790, 414, 336, 869, 76, 492],
 [886, 715, 154, 458, 999, 746],
 [500, 837, 251, 294, 174, 346],
 [1018, 670, 616, 30, 734, 834],
 [650, 629, 67, 123, 635, 104],
 [663, 663, 248, 560, 430, 433],
 [640, 352, 757, 340, 431, 163],
 [909, 111, 717, 874, 682, 183],
 [602, 810, 288, 631, 10, 766],
 [590, 722, 13, 679, 52, 264],
 [747, 483, 382, 526, 815, 289],
 [465, 151, 719, 862, 306, 32],
 [714, 203, 585, 168, 244, 446],
 [615, 40, 882, 682, 511, 863],
 [806, 284, 489, 758, 422, 433],
 [829, 127, 448, 768, 129, 829],
 [946, 979, 660, 259, 822, 526],
 [965, 701, 717, 195, 776, 456],
 [633, 439, 697, 533, 167, 336],
 [912, 164, 554, 633, 516, 503],
 [966, 841, 865, 915, 305, 146],
 [525, 439, 127, 409, 607, 872],
 [793, 889, 117, 553, 316, 706],
 [728, 190, 210, 231, 996, 126],
 [717, 562, 914, 140, 485, 810],
 [681, 262, 229, 96, 268, 122],
 [821, 490, 697, 385, 73, 679],
 [892, 987, 799, 363, 279, 666],
 [452, 15, 429, 130, 450, 73],
 [561, 492, 423, 132, 365, 792],
 [393, 550, 43, 321, 282, 193],
 [524, 25, 672, 450, 339, 459],
 [823, 207, 796, 76, 598, 251],
 [658, 53, 491, 467, 739, 961],
 [680, 2, 212, 654, 76, 871],
 [814, 597, 862, 52, 674, 791],
 [1091, 498, 767, 888, 717, 181],
 [668, 509, 726, 877, 499, 185],
 [650, 830, 107, 537, 964, 790],
 [315, 78, 510, 30, 347, 159],
 [943, 963, 614, 494, 547, 241],
 [830, 547, 48, 492, 981, 203],
 [586, 272, 593, 396, 385, 852],
 [615, 272, 269, 888, 14, 280],
 [1039, 995, 760, 611, 235, 184],
 [655, 458, 853, 747, 742, 343],
 [645, 730, 231, 454, 915, 164],
 [759, 770, 529, 782, 750, 346],
 [890, 901, 202, 924, 726, 286],
 [805, 689, 114, 841, 646, 756],
 [1010, 225, 783, 654, 240, 713],
 [635, 719, 803, 55, 437, 530],
 [491, 581, 88, 630, 42, 996],
 [855, 927, 261, 482, 705, 308],
 [634, 765, 948, 672, 10, 43],
 [534, 180, 278, 391, 896, 904],
 [1076, 783, 773, 711, 800, 48],
 [276, 329, 3, 185, 54, 482],
 [536, 183, 778, 483, 450, 666],
 [644, 318, 775, 285, 775, 720],
 [761, 145, 931, 175, 971, 909],
 [893, 847, 209, 631, 545, 572],
 [743, 798, 469, 462, 67, 485],
 [410, 569, 746, 316, 43, 288],
 [553, 24, 458, 308, 969, 442],
 [797, 210, 378, 322, 512, 80],
 [714, 455, 444, 494, 870, 617],
 [734, 993, 808, 313, 652, 710],
 [734, 259, 872, 440, 811, 138],
 [773, 325, 339, 159, 560, 512],
 [745, 927, 482, 761, 457, 299],
 [378, 945, 90, 193, 242, 80]]
 
OR10x100-0.25_1.dat

capacity = [13640, 12048, 12574, 13915, 13232, 12190, 12242, 12394, 12258, 10960]

items =  [[803, 300, 297, 24, 791, 98, 4, 926, 682, 942, 608],
 [728, 78, 539, 638, 715, 947, 459, 396, 495, 431, 446],
 [743, 275, 903, 899, 560, 956, 106, 649, 207, 834, 555],
 [464, 724, 75, 982, 703, 509, 86, 219, 741, 554, 22],
 [853, 674, 384, 207, 415, 298, 392, 598, 459, 850, 45],
 [587, 227, 474, 788, 363, 728, 345, 352, 268, 484, 384],
 [856, 84, 909, 194, 239, 253, 585, 454, 898, 58, 422],
 [579, 587, 5, 455, 357, 779, 761, 493, 380, 191, 518],
 [359, 768, 97, 217, 953, 244, 193, 1, 440, 108, 80],
 [635, 51, 323, 71, 567, 208, 746, 968, 138, 75, 954],
 [661, 446, 326, 799, 368, 324, 19, 979, 413, 792, 960],
 [679, 955, 125, 539, 349, 227, 393, 240, 193, 801, 253],
 [583, 886, 578, 720, 21, 50, 73, 675, 148, 451, 285],
 [1026, 871, 415, 713, 874, 708, 932, 6, 348, 994, 425],
 [637, 557, 420, 443, 874, 719, 117, 373, 642, 950, 552],
 [652, 978, 581, 268, 872, 158, 389, 499, 148, 145, 513],
 [603, 336, 272, 257, 443, 787, 2, 51, 274, 512, 984],
 [583, 442, 455, 861, 56, 33, 10, 699, 830, 956, 757],
 [1017, 71, 895, 891, 632, 536, 184, 731, 679, 345, 219],
 [817, 222, 294, 857, 798, 60, 406, 134, 964, 52, 50],
 [633, 505, 633, 633, 255, 327, 314, 899, 82, 750, 772],
 [633, 327, 858, 620, 773, 852, 256, 312, 147, 776, 956],
 [672, 706, 215, 336, 36, 128, 3, 402, 289, 653, 434],
 [540, 86, 157, 912, 692, 105, 544, 997, 557, 15, 427],
 [732, 596, 807, 500, 239, 968, 903, 449, 396, 515, 417],
 [879, 257, 322, 361, 485, 314, 839, 494, 805, 296, 676],
 [1031, 726, 670, 66, 980, 978, 640, 621, 679, 223, 227],
 [801, 420, 997, 469, 381, 368, 893, 938, 912, 19, 693],
 [892, 835, 315, 789, 886, 318, 606, 211, 630, 192, 279],
 [1030, 792, 101, 717, 875, 826, 660, 749, 230, 914, 50],
 [844, 739, 489, 244, 592, 407, 622, 169, 943, 388, 249],
 [659, 373, 784, 73, 345, 123, 86, 118, 254, 272, 199],
 [952, 796, 479, 780, 863, 617, 475, 413, 54, 474, 422],
 [917, 769, 836, 801, 778, 943, 297, 367, 746, 673, 485],
 [1078, 745, 224, 894, 985, 757, 420, 514, 563, 229, 747],
 [1012, 540, 917, 185, 520, 326, 672, 726, 349, 490, 680],
 [709, 966, 898, 947, 385, 620, 928, 802, 878, 6, 353],
 [699, 450, 894, 680, 110, 687, 409, 170, 552, 753, 545],
 [1091, 721, 347, 917, 905, 63, 969, 440, 721, 670, 254],
 [887, 242, 576, 275, 501, 439, 696, 501, 367, 278, 128],
 [802, 559, 434, 887, 69, 614, 694, 132, 803, 158, 710],
 [1016, 352, 834, 792, 944, 533, 276, 679, 132, 541, 469],
 [757, 990, 243, 986, 922, 522, 507, 671, 982, 795, 97],
 [810, 951, 940, 424, 106, 174, 431, 373, 221, 163, 585],
 [1023, 875, 403, 167, 680, 439, 252, 164, 891, 998, 398],
 [757, 329, 326, 108, 315, 862, 910, 295, 751, 528, 780],
 [518, 803, 408, 389, 735, 981, 206, 137, 296, 394, 700],
 [632, 892, 353, 258, 912, 972, 260, 860, 406, 65, 361],
 [1091, 52, 945, 941, 904, 789, 666, 184, 689, 614, 509],
 [595, 681, 307, 963, 585, 573, 464, 358, 721, 349, 36],
 [630, 388, 48, 47, 877, 262, 784, 299, 77, 198, 216],
 [916, 824, 302, 869, 475, 989, 372, 696, 199, 451, 357],
 [759, 892, 287, 711, 136, 573, 740, 263, 803, 325, 912],
 [674, 381, 621, 117, 92, 184, 948, 966, 187, 136, 927],
 [553, 52, 546, 170, 495, 604, 998, 570, 191, 570, 188],
 [703, 774, 749, 725, 799, 828, 314, 155, 769, 635, 229],
 [530, 372, 869, 221, 300, 336, 887, 629, 174, 921, 161],
 [790, 368, 147, 131, 479, 503, 968, 12, 999, 192, 309],
 [628, 969, 870, 370, 540, 1000, 257, 164, 84, 919, 765],
 [671, 929, 329, 371, 125, 515, 230, 261, 598, 657, 834],
 [667, 378, 115, 792, 820, 954, 62, 471, 886, 169, 220],
 [885, 449, 450, 460, 712, 751, 410, 833, 747, 643, 310],
 [527, 249, 534, 264, 258, 627, 718, 958, 63, 755, 538],
 [970, 255, 592, 518, 299, 776, 543, 805, 225, 548, 399],
 [683, 123, 609, 111, 776, 676, 553, 78, 655, 638, 247],
 [716, 745, 25, 127, 587, 899, 397, 352, 10, 576, 624],
 [714, 978, 16, 370, 358, 870, 728, 857, 984, 666, 699],
 [919, 862, 392, 875, 503, 974, 640, 253, 880, 133, 154],
 [504, 302, 202, 121, 815, 516, 306, 548, 378, 709, 748],
 [703, 549, 5, 69, 168, 5, 471, 250, 386, 794, 77],
 [924, 229, 818, 396, 979, 891, 118, 75, 804, 457, 575],
 [533, 418, 195, 485, 658, 848, 499, 55, 451, 334, 553],
 [510, 389, 444, 433, 840, 218, 463, 823, 360, 134, 454],
 [993, 768, 571, 305, 984, 664, 987, 187, 779, 105, 161],
 [840, 961, 948, 589, 974, 79, 916, 679, 364, 847, 640],
 [538, 186, 154, 908, 532, 542, 425, 627, 154, 949, 693],
 [909, 657, 552, 460, 765, 938, 198, 680, 897, 986, 28],
 [884, 717, 567, 214, 962, 397, 525, 626, 572, 400, 487],
 [639, 254, 820, 1, 851, 660, 435, 44, 863, 747, 111],
 [811, 533, 243, 389, 323, 397, 677, 78, 864, 47, 424],
 [1000, 733, 537, 972, 963, 567, 301, 179, 522, 767, 112],
 [267, 144, 358, 31, 904, 183, 329, 116, 317, 63, 17],
 [632, 208, 260, 426, 185, 96, 775, 950, 575, 331, 95],
 [937, 928, 706, 836, 507, 592, 699, 866, 337, 327, 597],
 [875, 919, 471, 986, 762, 846, 892, 900, 375, 675, 87],
 [768, 402, 237, 20, 40, 271, 242, 669, 411, 655, 1],
 [928, 536, 676, 941, 798, 943, 620, 182, 692, 233, 307],
 [378, 900, 281, 652, 108, 201, 36, 376, 196, 724, 203],
 [948, 893, 145, 222, 628, 558, 881, 725, 302, 633, 806],
 [628, 814, 273, 914, 547, 926, 3, 635, 16, 743, 571],
 [530, 121, 567, 93, 123, 961, 192, 466, 251, 494, 334],
 [676, 601, 87, 634, 127, 357, 806, 398, 608, 36, 441],
 [662, 262, 692, 646, 231, 216, 761, 770, 751, 382, 489],
 [490, 207, 787, 343, 8, 110, 543, 611, 295, 25, 374],
 [1006, 735, 878, 923, 781, 419, 806, 285, 180, 187, 695],
 [949, 125, 857, 613, 862, 627, 118, 688, 904, 883, 929],
 [822, 755, 821, 808, 810, 267, 543, 921, 13, 483, 411],
 [694, 581, 89, 264, 638, 111, 810, 640, 695, 923, 438],
 [1013, 464, 983, 160, 248, 742, 272, 853, 726, 860, 416],
 [600, 674, 388, 254, 198, 211, 461, 856, 615, 249, 805]]
 
 
 OR10x250-0.25_1.dat
 
 capacity = [31985, 30902, 31096, 31684, 31802, 31439, 29603, 30621, 32059, 31345]
 items = [[992, 396, 422, 468, 909, 865, 543, 660, 714, 307, 759],
 [612, 63, 396, 664, 239, 626, 987, 663, 386, 464, 791],
 [582, 43, 538, 408, 481, 614, 922, 612, 736, 870, 73],
 [610, 279, 638, 316, 430, 517, 942, 454, 712, 471, 398],
 [495, 807, 984, 330, 589, 314, 777, 55, 112, 580, 158],
 [573, 710, 463, 149, 928, 708, 498, 4, 617, 279, 218],
 [608, 482, 536, 111, 277, 425, 879, 397, 957, 712, 662],
 [873, 339, 582, 285, 68, 765, 247, 681, 327, 347, 687],
 [636, 659, 612, 938, 386, 732, 159, 670, 660, 396, 35],
 [620, 810, 379, 687, 498, 542, 953, 7, 27, 430, 448],
 [560, 542, 386, 699, 238, 182, 317, 439, 376, 850, 954],
 [983, 945, 769, 114, 436, 150, 746, 871, 253, 832, 454],
 [760, 467, 427, 753, 237, 99, 233, 969, 566, 602, 603],
 [935, 651, 358, 384, 834, 188, 351, 855, 715, 938, 191],
 [693, 290, 972, 409, 271, 743, 123, 869, 974, 208, 388],
 [751, 63, 340, 506, 124, 61, 882, 233, 597, 708, 271],
 [582, 68, 854, 721, 555, 485, 460, 756, 113, 517, 863],
 [438, 30, 367, 408, 448, 479, 776, 637, 561, 58, 227],
 [499, 468, 1, 873, 181, 934, 605, 237, 38, 956, 499],
 [692, 599, 543, 421, 991, 331, 544, 53, 971, 376, 18],
 [570, 712, 306, 273, 874, 439, 385, 21, 646, 738, 160],
 [773, 246, 954, 10, 645, 469, 755, 969, 877, 230, 17],
 [473, 642, 206, 531, 717, 151, 745, 325, 230, 471, 150],
 [634, 132, 959, 457, 146, 755, 798, 559, 435, 622, 939],
 [980, 452, 641, 692, 722, 493, 875, 930, 340, 992, 469],
 [935, 722, 931, 15, 816, 921, 295, 192, 854, 116, 954],
 [905, 461, 806, 525, 235, 375, 115, 447, 636, 395, 866],
 [910, 765, 247, 58, 340, 620, 11, 869, 93, 941, 427],
 [902, 56, 835, 685, 244, 276, 926, 152, 146, 949, 649],
 [718, 452, 763, 173, 734, 273, 553, 914, 17, 894, 576],
 [837, 303, 795, 217, 674, 648, 826, 196, 748, 448, 734],
 [939, 100, 518, 627, 355, 63, 464, 784, 883, 580, 344],
 [847, 625, 297, 591, 852, 992, 584, 436, 600, 102, 789],
 [911, 303, 36, 117, 661, 618, 183, 268, 691, 773, 713],
 [789, 843, 536, 608, 175, 129, 839, 786, 380, 131, 280],
 [733, 998, 143, 295, 958, 488, 76, 900, 881, 208, 300],
 [977, 145, 190, 966, 870, 620, 553, 850, 569, 193, 464],
 [629, 806, 388, 31, 439, 83, 218, 138, 549, 907, 982],
 [947, 104, 809, 482, 972, 727, 217, 173, 72, 750, 557],
 [719, 81, 267, 118, 374, 52, 131, 390, 297, 741, 296],
 [804, 921, 435, 916, 866, 45, 626, 775, 633, 563, 648],
 [587, 652, 659, 278, 319, 835, 5, 74, 314, 220, 418],
 [919, 453, 736, 169, 869, 735, 434, 574, 471, 898, 939],
 [627, 622, 430, 88, 547, 191, 255, 800, 1000, 878, 319],
 [816, 915, 673, 749, 918, 853, 519, 814, 278, 161, 568],
 [849, 751, 45, 435, 68, 843, 519, 401, 762, 82, 75],
 [565, 116, 350, 992, 332, 511, 735, 103, 986, 373, 143],
 [957, 475, 739, 403, 912, 50, 860, 807, 557, 317, 451],
 [762, 139, 158, 570, 144, 176, 715, 20, 384, 591, 855],
 [917, 740, 142, 826, 720, 588, 867, 623, 331, 571, 59],
 [936, 207, 141, 286, 813, 511, 906, 666, 688, 571, 373],
 [1006, 768, 129, 685, 791, 407, 509, 583, 483, 817, 448],
 [888, 199, 875, 831, 880, 456, 448, 613, 231, 913, 908],
 [768, 505, 992, 503, 752, 31, 82, 785, 180, 43, 195],
 [774, 76, 584, 578, 321, 787, 791, 252, 283, 653, 347],
 [770, 541, 547, 1, 818, 340, 440, 522, 475, 98, 137],
 [796, 794, 11, 395, 79, 441, 932, 267, 537, 509, 188],
 [774, 549, 77, 198, 290, 159, 653, 426, 530, 129, 612],
 [698, 879, 823, 230, 35, 541, 192, 349, 887, 916, 693],
 [910, 616, 696, 737, 462, 993, 690, 397, 899, 646, 590],
 [675, 148, 44, 818, 850, 892, 2, 618, 713, 125, 751],
 [808, 959, 398, 789, 256, 926, 468, 393, 446, 867, 389],
 [791, 435, 68, 188, 813, 724, 769, 316, 608, 572, 414],
 [864, 391, 599, 39, 480, 378, 290, 95, 884, 881, 627],
 [809, 270, 307, 628, 853, 332, 877, 444, 350, 925, 829],
 [963, 905, 703, 483, 998, 673, 645, 177, 53, 256, 259],
 [707, 864, 7, 601, 439, 647, 651, 925, 793, 770, 219],
 [1057, 239, 944, 555, 524, 427, 670, 624, 966, 158, 551],
 [814, 881, 657, 235, 872, 66, 589, 469, 337, 65, 908],
 [649, 891, 41, 133, 476, 261, 238, 474, 21, 401, 924],
 [499, 691, 130, 435, 748, 647, 393, 26, 116, 123, 631],
 [558, 443, 938, 43, 154, 294, 889, 998, 11, 569, 841],
 [799, 413, 648, 871, 417, 657, 103, 806, 996, 756, 326],
 [940, 439, 669, 948, 300, 503, 802, 339, 864, 446, 946],
 [682, 1000, 91, 364, 197, 504, 524, 114, 677, 897, 310],
 [950, 36, 857, 118, 975, 373, 63, 159, 998, 952, 498],
 [920, 256, 603, 889, 631, 393, 518, 122, 658, 112, 573],
 [797, 64, 57, 560, 691, 229, 147, 164, 571, 482, 232],
 [925, 152, 925, 828, 642, 630, 607, 891, 724, 351, 643],
 [930, 387, 235, 239, 796, 921, 781, 901, 451, 940, 355],
 [676, 948, 216, 802, 226, 92, 452, 394, 203, 64, 902],
 [674, 672, 468, 858, 376, 109, 787, 172, 427, 382, 174],
 [427, 515, 117, 335, 221, 567, 161, 369, 190, 679, 104],
 [843, 999, 535, 979, 57, 167, 996, 612, 251, 419, 109],
 [922, 247, 791, 785, 76, 226, 679, 192, 916, 847, 894],
 [675, 390, 145, 476, 238, 241, 938, 880, 12, 63, 908],
 [759, 541, 237, 732, 380, 149, 590, 388, 275, 992, 768],
 [898, 47, 501, 217, 416, 869, 359, 4, 110, 795, 914],
 [712, 729, 255, 343, 256, 28, 915, 494, 104, 735, 991],
 [808, 877, 246, 274, 496, 951, 991, 974, 977, 207, 296],
 [479, 584, 147, 417, 897, 296, 293, 931, 318, 80, 542],
